"movieid","title"
"tt0795351","Case 39"
"tt0324127","Suspect Zero"
"tt0415965","Martian Child"
"tt1517489","Spy Kids 4: All the Time in the World"
"tt2241351","Money Monster"
"tt0227984","The 51st State"
"tt0297284","Mindhunters"
"tt0486674","What Just Happened"
"tt0340376","The Statement"
"tt0475331","The Magic Flute"
"tt1114740","Paul Blart: Mall Cop"
"tt0322330","Freaky Friday"
"tt0405422","The 40 Year Old Virgin"
"tt0138097","Shakespeare in Love"
"tt0365907","A Walk Among the Tombstones"
"tt0099938","Kindergarten Cop"
"tt0910936","Pineapple Express"
"tt0120631","EverAfter"
"tt0099582","Flatliners"
"tt0472954","It's Always Sunny in Philadelphia"
"tt0421239","Red Eye"
"tt0309593","Final Destination 2"
"tt0190590","O Brother, Where Art Thou?"
"tt1038686","Legion"
"tt1980209","Pain & Gain"
"tt0385267","In Good Company"
"tt0157472","Clockstoppers"
"tt0090022","Silverado"
"tt0765010","Brothers"
"tt0358349","Agent Cody Banks 2: Destination London"
"tt1598822","New Year's Eve"
"tt0218922","Original Sin"
"tt1486192","The Raven"
"tt0361925","Welcome to Mooseport"
"tt0110027","Highlander III: The Sorcerer"
"tt0119227","Snow White: A Tale of Terror"
"tt0256524","The Curse of the Jade Scorpion"
"tt1137470","Accidental Love"
"tt0116322","Flipper"
"tt2140379","Self/less"
"tt0387131","The Constant Gardener"
"tt0335345","The Passion of the Christ"
"tt0107614","Mrs. Doubtfire"
"tt0095953","Rain Man"
"tt1205489","Gran Torino"
"tt1175491","W."
"tt0936501","Taken"
"tt1972779","The Best of Me"
"tt0103855","The Bodyguard"
"tt0108052","Schindler's List"
"tt1454029","The Help"
"tt1837703","The Fifth Estate"
"tt0331632","Scooby-Doo 2: Monsters Unleashed"
"tt1224378","Viy"
"tt0329101","Freddy vs. Jason"
"tt2967008","The Face of an Angel"
"tt0268397","Jimmy Neutron: Boy Genius"
"tt1060277","Cloverfield"
"tt0103060","Teenage Mutant Ninja Turtles II: The Secret of the Ooze"
"tt0094226","The Untouchables"
"tt0477348","No Country for Old Men"
"tt1408253","Ride Along"
"tt0243155","Bridget Jones's Diary"
"tt0241303","Chocolat"
"tt0333780","Legally Blonde 2: Red, White & Blonde"
"tt1047540","Parental Guidance"
"tt1411238","No Strings Attached"
"tt0165929","Romeo Must Die"
"tt0075005","The Omen"
"tt0414982","Final Destination 3"
"tt1327194","The Lucky One"
"tt0398808","Bridge to Terabithia"
"tt0308644","Finding Neverland"
"tt2609758","A Madea Christmas"
"tt1601913","The Grey"
"tt0382077","Hide and Seek"
"tt0357413","Anchorman: The Legend of Ron Burgundy"
"tt0099685","Goodfellas"
"tt0086250","Scarface"
"tt0093389","The Last Emperor"
"tt1524137","Contraband"
"tt0119695","Money Talks"
"tt0469494","There Will Be Blood"
"tt0337711","Rugrats Go Wild"
"tt0403508","The Sisterhood of the Traveling Pants"
"tt0271027","Kiss of the Dragon"
"tt0852713","The House Bunny"
"tt1647668","Million Dollar Arm"
"tt0435651","The Giver"
"tt0286788","What a Girl Wants"
"tt0301470","Jeepers Creepers 2"
"tt0452625","Good Luck Chuck"
"tt0306685","Cradle 2 the Grave"
"tt0274558","The Hours"
"tt0454945","She's the Man"
"tt0366174","Anacondas: The Hunt for the Blood Orchid"
"tt1747958","Blood Ties"
"tt0426931","August Rush"
"tt0127536","Elizabeth"
"tt0144120","Bride of Chucky"
"tt0066473","Tora! Tora! Tora!"
"tt0120185","Spice World"
"tt1366344","The Sitter"
"tt1153706","Dance Flick"
"tt0111161","The Shawshank Redemption"
"tt0231402","Crocodile Dundee in Los Angeles"
"tt2039393","The Gambler"
"tt1322269","August: Osage County"
"tt0396652","Ice Princess"
"tt0391304","A Lot Like Love"
"tt1083452","Eddie the Eagle"
"tt0124718","He Got Game"
"tt0112883","Don Juan DeMarco"
"tt0989757","Dear John"
"tt0480255","The Losers"
"tt1270761","Don't Be Afraid of the Dark"
"tt0499556","War"
"tt0272338","Punch-Drunk Love"
"tt0356150","EuroTrip"
"tt0297162","Half Past Dead"
"tt0488658","Unaccompanied Minors"
"tt0115472","The Adventures of Pinocchio"
"tt0388980","The Greatest Game Ever Played"
"tt0362478","The Box"
"tt0963794","The Ruins"
"tt0156841","The Next Best Thing"
"tt0872230","My Soul to Take"
"tt0265208","The Girl Next Door"
"tt0117011","Maximum Risk"
"tt0265808","Stealing Harvard"
"tt3569230","Legend"
"tt0787475","Hot Rod"
"tt1633356","Shark Night 3D"
"tt2223990","Draft Day"
"tt0089489","Lifeforce"
"tt0175058","The Powerpuff Girls"
"tt0968264","The Conspirator"
"tt0355702","Lords of Dogtown"
"tt2006295","The 33"
"tt0090728","Big Trouble in Little China"
"tt1986843","Un plan parfait"
"tt1291584","Warrior"
"tt0117039","Michael Collins"
"tt0107007","Gettysburg"
"tt0489281","Stop-Loss"
"tt0267248","Abandon"
"tt0120620","Brokedown Palace"
"tt0431021","The Possession"
"tt0999913","Straw Dogs"
"tt0462338","The Hoax"
"tt0102984","Stone Cold"
"tt0898367","The Road"
"tt0373416","Underclassman"
"tt0239949","Say It Isn't So"
"tt0412080","The World's Fastest Indian"
"tt0114614","Tank Girl"
"tt0388183","King's Ransom"
"tt0861689","Blindness"
"tt1692486","Carnage"
"tt0373450","Where the Truth Lies"
"tt1792647","Cirque du Soleil: Worlds Away"
"tt0119934","Without Limits"
"tt1175506","Me and Orson Welles"
"tt1924396","La migliore offerta"
"tt1095217","The Bad Lieutenant: Port of Call - New Orleans"
"tt1230204","Sammy's avonturen: De geheime doorgang"
"tt1440232","Les petits mouchoirs"
"tt1125929","Love Ranch"
"tt1239462","La véritable histoire du Chat Botté"
"tt1272051","Belka i Strelka. Zvyozdnye sobaki"
"tt2193215","The Counselor"
"tt1233301","Ironclad"
"tt0066549","Waterloo"
"tt2952602","Yi ge ren de wu lin"
"tt1946381","Red Sky"
"tt0094947","Dangerous Liaisons"
"tt0337692","On the Road"
"tt0092007","Star Trek IV: The Voyage Home"
"tt0479143","Rocky Balboa"
"tt0120082","Scream 2"
"tt2140037","Jane Got a Gun"
"tt2239832","Think Like a Man Too"
"tt0087277","Footloose"
"tt0302886","Old School"
"tt0101889","The Fisher King"
"tt0130018","I Still Know What You Did Last Summer"
"tt1007028","Zack and Miri Make a Porno"
"tt0171580","Nurse Betty"
"tt1234548","The Men Who Stare at Goats"
"tt0172493","Girl, Interrupted"
"tt0335559","Win a Date with Tad Hamilton!"
"tt0158811","Muppets from Space"
"tt0078504","The Wiz"
"tt0217756","Ready to Rumble"
"tt0196857","Play It to the Bone"
"tt1742650","I Don't Know How She Does It"
"tt0464154","Piranha 3D"
"tt0363473","Beyond the Sea"
"tt0356443","The Bridge of San Luis Rey"
"tt1433108","Faster"
"tt0347149","Hauru no ugoku shiro"
"tt1156398","Zombieland"
"tt0120484","The Waterboy"
"tt0080684","Star Wars: Episode V - The Empire Strikes Back"
"tt0112442","Bad Boys"
"tt0102510","The Naked Gun 2½: The Smell of Fear"
"tt0195714","Final Destination"
"tt1124035","The Ides of March"
"tt0134847","Pitch Black"
"tt0244970","Someone Like You..."
"tt1798709","Her"
"tt0206314","Joy Ride"
"tt1376213","The Adventurer: The Curse of the Midas Box"
"tt0149691","Anywhere But Here"
"tt0198386","The Crew"
"tt1506999","Haywire"
"tt0116999","Marvin's Room"
"tt1091751","The Longshots"
"tt0172396","The End of the Affair"
"tt0478134","In the Valley of Elah"
"tt1035736","Coco avant Chanel"
"tt2271563","Forsaken"
"tt1179258","Chéri"
"tt2397255","Rogue"
"tt0241025","Vanity Fair"
"tt1403130","Shi yue wei cheng"
"tt0450385","1408"
"tt0094012","Spaceballs"
"tt3007512","The Water Diviner"
"tt0099653","Ghost"
"tt0129387","There's Something About Mary"
"tt0111070","The Santa Clause"
"tt0492956","The Game Plan"
"tt0112579","The Bridges of Madison County"
"tt0255798","The Animal"
"tt0083987","Gandhi"
"tt2980648","The Hundred-Foot Journey"
"tt0113957","The Net"
"tt0277027","I Am Sam"
"tt3210686","Son of God"
"tt0320691","Underworld"
"tt1130080","The Informant!"
"tt0108101","Shadowlands"
"tt0367652","Deuce Bigalow: European Gigolo"
"tt2387559","Delivery Man"
"tt1995390","Our Kind of Traitor"
"tt0239948","Saving Silverman"
"tt2023453","Diary of a Wimpy Kid: Dog Days"
"tt0162677","Summer of Sam"
"tt0261392","Jay and Silent Bob Strike Back"
"tt0221218","The Glass House"
"tt0475290","Hail, Caesar!"
"tt0236348","Josie and the Pussycats"
"tt2312718","Homefront"
"tt0192255","The Little Vampire"
"tt0356721","I Heart Huckabees"
"tt0107978","RoboCop 3"
"tt2938956","The Transporter Refueled"
"tt0375920","The Libertine"
"tt0389557","Zwartboek"
"tt0424205","Joyeux Noël"
"tt2097307","Hit and Run"
"tt0951216","Mad Money"
"tt1726592","Before I Go to Sleep"
"tt0076740","Sorcerer"
"tt1423995","Stone"
"tt0796335","Molière"
"tt1206543","Out of the Furnace"
"tt0465538","Michael Clayton"
"tt0117119","My Fellow Americans"
"tt0137363","Arlington Road"
"tt1634003","Metegol"
"tt1859650","To Rome with Love"
"tt0083943","Firefox"
"tt0158983","South Park: Bigger, Longer & Uncut"
"tt0108308","Teenage Mutant Ninja Turtles III"
"tt0180734","Hard Ball"
"tt1045658","Silver Linings Playbook"
"tt0463998","Freedom Writers"
"tt1405500","For Colored Girls"
"tt0293662","The Transporter"
"tt1023111","Never Back Down"
"tt0144814","The Rage: Carrie 2"
"tt0313038","The Bachelor"
"tt1176740","Away We Go"
"tt1027862","Swing Vote"
"tt1340800","Tinker Tailor Soldier Spy"
"tt1321860","The Beaver"
"tt0083642","The Best Little Whorehouse in Texas"
"tt0120907","eXistenZ"
"tt0082971","Raiders of the Lost Ark"
"tt0104431","Home Alone 2: Lost in New York"
"tt0075860","Close Encounters of the Third Kind"
"tt0092644","Beverly Hills Cop II"
"tt0305669","Bringing Down the House"
"tt0102926","The Silence of the Lambs"
"tt0105793","Wayne's World"
"tt1116184","Jackass 3D"
"tt1014775","Beverly Hills Chihuahua"
"tt1457767","The Conjuring"
"tt0368578","Are We There Yet?"
"tt2103254","Tammy"
"tt0332379","The School of Rock"
"tt0113855","Mortal Kombat"
"tt0381707","White Chicks"
"tt1033575","The Descendants"
"tt0311289","Holes"
"tt1294226","The Last Song"
"tt2024544","12 Years a Slave"
"tt0303933","Drumline"
"tt1391137","Why Did I Get Married Too?"
"tt0099487","Edward Scissorhands"
"tt2674426","Me Before You"
"tt2215285","Madea's Witness Protection"
"tt0067116","The French Connection"
"tt4651520","Bad Moms"
"tt0466342","Date Movie"
"tt0280030","Return to Never Land"
"tt1020072","Selma"
"tt0283426","The Jungle Book 2"
"tt0357507","Boogeyman"
"tt0477071","Premonition"
"tt0220099","The Tigger Movie"
"tt1148204","Orphan"
"tt3369806","Max"
"tt0799949","Epic Movie"
"tt1895587","Spotlight"
"tt0947802","Lakeview Terrace"
"tt0433386","The Grudge 2"
"tt0120703","How Stella Got Her Groove Back"
"tt0101452","Bill & Ted's Bogus Journey"
"tt0483726","Man of the Year"
"tt0078869","The Black Hole"
"tt1440728","The American"
"tt0120094","Selena"
"tt1666186","Vampires Suck"
"tt0449467","Babel"
"tt1371150","This Is Where I Leave You"
"tt0918927","Doubt"
"tt0372588","Team America: World Police"
"tt1572315","Texas Chainsaw 3D"
"tt0795461","Scary Movie 5"
"tt0064782","Paint Your Wagon"
"tt1013753","Milk"
"tt3231054","Risen"
"tt0288477","Ghost Ship"
"tt1268799","A Very Harold & Kumar 3D Christmas"
"tt0120890","Wild Things"
"tt0814335","The Stepfather"
"tt1226753","The Debt"
"tt0146882","High Fidelity"
"tt0479968","One Missed Call"
"tt0200465","The Bank Job"
"tt0338013","Eternal Sunshine of the Spotless Mind"
"tt1414382","You Again"
"tt0421073","Street Kings"
"tt1213663","The World's End"
"tt0479500","Nancy Drew"
"tt0433362","Daybreakers"
"tt0815236","She's Out of My League"
"tt1067774","Monte Carlo"
"tt0441796","Stay Alive"
"tt0102744","Quigley Down Under"
"tt1213012","Alpha and Omega"
"tt0430634","Stick It"
"tt1100119","Shorts"
"tt0114681","To Die For"
"tt3531824","Nerve"
"tt0800308","Appaloosa"
"tt0120877","Vampires"
"tt0249327","Yu-Gi-Oh!"
"tt0054215","Psycho"
"tt1046163","My Best Friend's Girl"
"tt2318092","Endless Love"
"tt0083254","Under the Rainbow"
"tt0089457","Ladyhawke"
"tt0490204","Reign Over Me"
"tt0758758","Into the Wild"
"tt0462519","School for Scoundrels"
"tt0938330","Silent Hill: Revelation"
"tt0116367","From Dusk Till Dawn"
"tt0113321","Home for the Holidays"
"tt0373074","Kung fu"
"tt0419887","The Kite Runner"
"tt0315733","21 Grams"
"tt0338325","Paparazzi"
"tt0217630","Loser"
"tt1232207","Capitalism: A Love Story"
"tt1741273","Secret in Their Eyes"
"tt1213644","Disaster Movie"
"tt0913354","Armored"
"tt0120483","The Man Who Knew Too Little"
"tt0770703","What's Your Number?"
"tt1592525","Lockout"
"tt0326856","Envy"
"tt1121931","Crank: High Voltage"
"tt0109348","Bullets Over Broadway"
"tt0430431","One Night with the King"
"tt0258068","The Quiet American"
"tt0384680","The Weather Man"
"tt0281322","Undisputed"
"tt0995039","Ghost Town"
"tt1160368","12 Rounds"
"tt1228987","Let Me In"
"tt0799934","Be Kind Rewind"
"tt0413015","Mrs Henderson Presents"
"tt1712261","Triple 9"
"tt0118954","Deconstructing Harry"
"tt2503944","Burnt"
"tt0116242","Everyone Says I Love You"
"tt0804461","Death Sentence"
"tt0780511","Everybody's Fine"
"tt0270846","Superbabies: Baby Geniuses 2"
"tt0399327","The Man"
"tt0462229","Code Name: The Cleaner"
"tt0345074","Connie and Carla"
"tt0065054","Sweet Charity"
"tt1791528","Inherent Vice"
"tt1532958","Battle of the Year"
"tt1714204","Perception"
"tt1190617","An American Carol"
"tt2002718","Machete Kills"
"tt0310357","Willard"
"tt0489282","Strange Wilderness"
"tt0151568","Topsy-Turvy"
"tt1810683","Little Boy"
"tt1571222","A Dangerous Method"
"tt0405296","A Scanner Darkly"
"tt1629757","Chasing Mavericks"
"tt0369226","Alone in the Dark"
"tt0976222","Bandslam"
"tt0337876","Birth"
"tt2937898","A Most Violent Year"
"tt1054588","Flash of Genius"
"tt0368794","I'm Not There"
"tt1366365","The Cold Light of Day"
"tt0844286","The Brothers Bloom"
"tt0383028","Synecdoche, New York"
"tt0119698","Mononoke-hime"
"tt0310778","Bon voyage"
"tt0080492","Can't Stop the Music"
"tt3719896","My All-American"
"tt0266747","Marci X"
"tt0238380","Equilibrium"
"tt0889588","The Children of Huang Shi"
"tt0138946","The Yards"
"tt1520498","The Oogieloves in the Big Balloon Adventure"
"tt3707106","By the Sea"
"tt0348121","Suchîmubôi"
"tt0354595","The Game of Their Lives"
"tt1175709","All Good Things"
"tt0110944","Rapa Nui"
"tt0940709","Cheung gong 7 hou"
"tt1013860","Dylan Dog: Dead of Night"
"tt0274711","People I Know"
"tt1274300","The Tempest"
"tt3319920","Regression"
"tt0489664","Butterfly on a Wheel"
"tt1781827","Hands of Stone"
"tt3247714","Survivor"
"tt2005374","The Frozen Ground"
"tt0446755","The Painted Veil"
"tt0765432","Der Baader Meinhof Komplex"
"tt0099348","Dances with Wolves"
"tt1284575","Bad Teacher"
"tt0356470","A Cinderella Story"
"tt0117571","Scream"
"tt0245674","Thir13en Ghosts"
"tt0081505","The Shining"
"tt0088763","Back to the Future"
"tt0185371","House on Haunted Hill"
"tt1385912","I Can Do Bad All by Myself"
"tt4280822","Fight Valley"
"tt0889573","The Switch"
"tt0305711","Just Married"
"tt1270262","The Devil's Double"
"tt0205461","Thomas and the Magic Railroad"
"tt0455407","The Crazies"
"tt0245429","Sen to Chihiro no kamikakushi"
"tt0086993","The Bounty"
"tt0816442","The Book Thief"
"tt1135985","Sex Drive"
"tt1216492","Leap Year"
"tt0810922","Take Me Home Tonight"
"tt1870529","Won't Back Down"
"tt0116745","Kansas City"
"tt4193394","Indignation"
"tt0384806","The Amityville Horror"
"tt0268126","Adaptation."
"tt0418819","Land of the Dead"
"tt2957680","Tao chu sheng tian"
"tt0120669","Fear and Loathing in Las Vegas"
"tt1058017","The Invention of Lying"
"tt2004420","Neighbors"
"tt0110475","The Mask"
"tt0094737","Big"
"tt0443453","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan"
"tt0250494","Legally Blonde"
"tt0088170","Star Trek III: The Search for Spock"
"tt0404032","The Exorcism of Emily Rose"
"tt0205000","Deuce Bigalow: Male Gigolo"
"tt2467046","Left Behind"
"tt0356680","The Family Stone"
"tt0337579","Barbershop 2: Back in Business"
"tt0307987","Bad Santa"
"tt0118655","Austin Powers: International Man of Mystery"
"tt3760922","My Big Fat Greek Wedding 2"
"tt1650043","Diary of a Wimpy Kid: Rodrick Rules"
"tt0093773","Predator"
"tt0086879","Amadeus"
"tt0926129","Prom Night"
"tt0377092","Mean Girls"
"tt0328589","Under the Tuscan Sun"
"tt0280707","Gosford Park"
"tt0362359","The O.C."
"tt0091738","Peggy Sue Got Married"
"tt2562232","Birdman or (The Unexpected Virtue of Ignorance)"
"tt2334873","Blue Jasmine"
"tt0475276","United 93"
"tt0322589","Honey"
"tt0080749","The Fog"
"tt1596346","Soul Surfer"
"tt1197628","Observe and Report"
"tt0087078","Conan the Destroyer"
"tt0081398","Raging Bull"
"tt0899106","Love Happens"
"tt1016075","Fame"
"tt1542344","127 Hours"
"tt0196216","Small Time Crooks"
"tt0210616","Center Stage"
"tt2279339","Love the Coopers"
"tt0337917","Catch That Kid"
"tt0264796","Life as a House"
"tt2080374","Steve Jobs"
"tt1032815","I Love You, Beth Cooper"
"tt0403702","Youth in Revolt"
"tt0082648","The Legend of the Lone Ranger"
"tt0236784","The Tailor of Panama"
"tt0082085","Blow Out"
"tt2167202","Getaway"
"tt0119349","The Ice Storm"
"tt2465146","And So It Goes"
"tt0098519","Troop Beverly Hills"
"tt0340012","Being Julia"
"tt0091635","Nine 1/2 Weeks"
"tt0082288","Dragonslayer"
"tt0824758","The Last Station"
"tt0109707","Ed Wood"
"tt1967545","Labor Day"
"tt0416044","Mongol"
"tt1032755","RocknRolla"
"tt0084316","Megaforce"
"tt0116477","Hamlet"
"tt1071812","Mao's Last Dancer"
"tt2649554","Midnight Special"
"tt0313792","Anything Else"
"tt2058107","The Railway Man"
"tt1842530","Unforgettable"
"tt1149362","Das weiße Band - Eine deutsche Kindergeschichte"
"tt4517738","Restoration"
"tt0235737","The Salton Sea"
"tt2172935","Metallica Through the Never"
"tt0865554","The Informers"
"tt1321865","Carlos"
"tt1024744","I Come with the Rain"
"tt0088993","Day of the Dead"
"tt3212232","I Am Wrath"
"tt0386741","Renaissance"
"tt0089893","Red Sonja"
"tt1748179","Red Lights"
"tt0829482","Superbad"
"tt1142800","Madea Goes to Jail"
"tt1403241","Wolves"
"tt1023481","Step Up 2: The Streets"
"tt0443536","Hoodwinked!"
"tt0395169","Hotel Rwanda"
"tt0465494","Hitman"
"tt1425922","Black Nativity"
"tt1085492","The Prince"
"tt0230600","The Others"
"tt0090605","Aliens"
"tt0058385","My Fair Lady"
"tt0119345","I Know What You Did Last Summer"
"tt1924435","Let's Be Cops"
"tt0375063","Sideways"
"tt0486551","Beerfest"
"tt0077651","Halloween"
"tt2083355","The Best Man Holiday"
"tt0475394","Smokin' Aces"
"tt1477076","Saw 3D"
"tt0243736","40 Days and 40 Nights"
"tt0120770","A Night at the Roxbury"
"tt1152398","Beastly"
"tt0454841","The Hills Have Eyes"
"tt0325258","Dickie Roberts: Former Child Star"
"tt2097298","McFarland, USA"
"tt0979434","Lottery Ticket"
"tt0466856","ATL"
"tt1981677","Pitch Perfect"
"tt0234829","Summer Catch"
"tt0120324","A Simple Plan"
"tt0462395","Larry the Cable Guy: Health Inspector"
"tt0159421","The Adventures of Elmo in Grouchland"
"tt1210042","Brooklyn's Finest"
"tt1288558","Evil Dead"
"tt0865559","My Life in Ruins"
"tt0465142","American Dreamz"
"tt0094074","Superman IV: The Quest for Peace"
"tt0770810","How She Move"
"tt0404390","Running Scared"
"tt0375104","Bobby Jones: Stroke of Genius"
"tt0443543","The Illusionist"
"tt0083001","Roar"
"tt0312549","Veronica Guerin"
"tt2515030","Escobar: Paradise Lost"
"tt0405336","Southland Tales"
"tt0944834","Chasseurs de dragons"
"tt0075909","Damnation Alley"
"tt1433822","The Apparition"
"tt0102492","My Girl"
"tt0422295","Fur: An Imaginary Portrait of Diane Arbus"
"tt0094291","Wall Street"
"tt0114388","Sense and Sensibility"
"tt0416508","Becoming Jane"
"tt0815244","Sydney White"
"tt0315983","House of Sand and Fog"
"tt0097165","Dead Poets Society"
"tt0109686","Dumb and Dumber"
"tt0098635","When Harry Met Sally..."
"tt0084855","The Verdict"
"tt0215129","Road Trip"
"tt0139699","Varsity Blues"
"tt1655442","The Artist"
"tt1139668","The Unborn"
"tt1748122","Moonrise Kingdom"
"tt0420294","The Texas Chainsaw Massacre: The Beginning"
"tt1002563","The Young Messiah"
"tt0295427","The Master of Disguise"
"tt0457430","El laberinto del fauno"
"tt0250720","See Spot Run"
"tt0255819","Baby Boy"
"tt1265990","The Roommate"
"tt0245686","Joe Dirt"
"tt0101764","Double Impact"
"tt0425112","Hot Fuzz"
"tt0430770","The Women"
"tt0497465","Vicky Cristina Barcelona"
"tt0837106","Arn: Tempelriddaren"
"tt0283139","White Oleander"
"tt1131734","Jennifer's Body"
"tt0186045","Drowning Mona"
"tt0093818","Radio Days"
"tt1403981","Remember Me"
"tt0319524","How to Deal"
"tt0095687","My Stepmother Is an Alien"
"tt0107818","Philadelphia"
"tt0139809","The Thirteenth Floor"
"tt0380277","The Cookout"
"tt0079550","Meteor"
"tt0134630","Duets"
"tt0278823","Hollywood Ending"
"tt0165710","Detroit Rock City"
"tt0091203","Highlander"
"tt0469623","Things We Lost in the Fire"
"tt0120207","Steel"
"tt1951181","The Immigrant"
"tt0384686","The White Countess"
"tt1924429","Trance"
"tt1064932","Bienvenue chez les Ch'tis"
"tt0436364","Good"
"tt1191111","Enter the Void"
"tt1545106","Vamps"
"tt1028532","Hachi: A Dog's Tale"
"tt2249221","Zulu"
"tt2398231","The Homesman"
"tt0247444","Juwanna Mann"
"tt1958961","Lilyhammer"
"tt0273435","Ararat"
"tt0206113","Madison"
"tt0376196","Slow Burn"
"tt0281364","Wasabi"
"tt0439815","Slither"
"tt0086960","Beverly Hills Cop"
"tt0099785","Home Alone"
"tt0084805","Tootsie"
"tt0092099","Top Gun"
"tt0190332","Wo hu cang long"
"tt0169547","American Beauty"
"tt1504320","The King's Speech"
"tt0096320","Twins"
"tt3921180","Scream: The TV Series"
"tt0954990","The Yellow Handkerchief"
"tt0088939","The Color Purple"
"tt1153040","Haeundae"
"tt2084970","The Imitation Game"
"tt0081375","Private Benjamin"
"tt0080549","Coal Miner's Daughter"
"tt1196141","Diary of a Wimpy Kid"
"tt2023587","Mama"
"tt0085995","National Lampoon's Vacation"
"tt3063516","Bad Grandpa"
"tt0436697","The Queen"
"tt0094721","Beetlejuice"
"tt0906108","Why Did I Get Married?"
"tt0110367","Little Women"
"tt1596365","The Woman in Black"
"tt0455857","When a Stranger Calls"
"tt0077416","The Deer Hunter"
"tt0120885","Wag the Dog"
"tt0306841","The Lizzie McGuire Movie"
"tt0882977","Snitch"
"tt3850590","Krampus"
"tt0133751","The Faculty"
"tt0108551","What's Love Got to Do with It"
"tt0118887","Cop Land"
"tt0277371","Not Another Teen Movie"
"tt1855199","End of Watch"
"tt2980516","The Theory of Everything"
"tt0328099","Malibu's Most Wanted"
"tt0198021","Where the Heart Is"
"tt0056172","Lawrence of Arabia"
"tt1311067","Halloween II"
"tt2305051","Wild"
"tt0844708","The Last House on the Left"
"tt0220506","Halloween: Resurrection"
"tt0093779","The Princess Bride"
"tt0427309","The Great Debaters"
"tt0780504","Drive"
"tt0361467","Confessions of a Teenage Drama Queen"
"tt0120772","The Object of My Affection"
"tt0463854","28 Weeks Later"
"tt2247476","When the Game Stands Tall"
"tt0317132","Because of Winn-Dixie"
"tt0199725","Love & Basketball"
"tt0119229","Grosse Pointe Blank"
"tt0881891","All About Steve"
"tt0229260","Book of Shadows: Blair Witch 2"
"tt0115963","The Craft"
"tt0416320","Match Point"
"tt0493949","Ramona and Beezus"
"tt0107943","The Remains of the Day"
"tt0118749","Boogie Nights"
"tt0434215","Flicka"
"tt0800069","The Hills Have Eyes II"
"tt0192731","Urban Legends: Final Cut"
"tt0419946","The Marine"
"tt4139124","Keanu"
"tt1555064","Country Strong"
"tt0134619","Disturbing Behavior"
"tt1817273","The Place Beyond the Pines"
"tt2402157","The November Man"
"tt0120662","Eye of the Beholder"
"tt0887912","The Hurt Locker"
"tt0087262","Firestarter"
"tt1764234","Killing Them Softly"
"tt1972571","A Most Wanted Man"
"tt0240515","Freddy Got Fingered"
"tt0144964","Highlander: Endgame"
"tt0417225","Idlewild"
"tt1563738","One Day"
"tt1172233","Whip It"
"tt0211465","Knockaround Guys"
"tt0310910","Confidence"
"tt0164108","The Muse"
"tt1258972","The Man with the Iron Fists"
"tt0119304","Home Fries"
"tt0195778","Here on Earth"
"tt0088846","Brazil"
"tt0361696","Raise Your Voice"
"tt0118715","The Big Lebowski"
"tt0462200","Black Snake Moan"
"tt0279331","Dark Blue"
"tt0829459","A Mighty Heart"
"tt0202402","Whatever It Takes"
"tt0285462","Boat Trip"
"tt0278500","The Importance of Being Earnest"
"tt0453494","Hoot"
"tt0780536","In Bruges"
"tt1699755","Peeples"
"tt1031969","The Rocker"
"tt1142433","Post Grad"
"tt2091473","Promised Land"
"tt1178663","Whatever Works"
"tt0163676","The In Crowd"
"tt0419294","The Three Burials of Melquiades Estrada"
"tt0120716","Jakob the Liar"
"tt0373469","Kiss Kiss Bang Bang"
"tt0138510","Idle Hands"
"tt0166924","Mulholland Dr."
"tt1182350","You Will Meet a Tall Dark Stranger"
"tt1334260","Never Let Me Go"
"tt0488352","The Company"
"tt0800241","Transsiberian"
"tt0090848","The Clan of the Cave Bear"
"tt0142201","Crazy in Alabama"
"tt0808279","Funny Games"
"tt3153582","Listening"
"tt0165773","Felicia's Journey"
"tt0017136","Metropolis"
"tt0414852","Banlieue 13"
"tt3508840","Ci ke Nie Yin Niang"
"tt0252299","Buffalo Soldiers"
"tt0785035","Ong Bak 2"
"tt1020558","Centurion"
"tt0805570","The Midnight Meat Train"
"tt1551641","Winnie"
"tt1535612","The Son of No One"
"tt0252223","All the Queen's Men"
"tt0484111","The Good Night"
"tt1487931","Khumba"
"tt1971325","Autómata"
"tt1075419","Xin Su shi jian"
"tt0210217","Pandaemonium"
"tt0107048","Groundhog Day"
"tt2268016","Magic Mike XXL"
"tt0117509","Romeo + Juliet"
"tt1668200","Elle s'appelait Sarah"
"tt0105695","Unforgiven"
"tt0342735","Manderlay"
"tt1010048","Slumdog Millionaire"
"tt0093010","Fatal Attraction"
"tt0100405","Pretty Woman"
"tt0092493","'Crocodile' Dundee II"
"tt2503954","Broken Horses"
"tt0096969","Born on the Fourth of July"
"tt1179891","My Bloody Valentine"
"tt0775539","Stomp the Yard"
"tt0076752","The Spy Who Loved Me"
"tt0146336","Urban Legend"
"tt1885265","Good Deeds"
"tt0103247","White Fang"
"tt0167427","Superstar"
"tt1007029","The Iron Lady"
"tt0298388","Jonah: A VeggieTales Movie"
"tt0107840","Poetic Justice"
"tt0278295","All About the Benjamins"
"tt0076009","Exorcist II: The Heretic"
"tt0429573","An American Haunting"
"tt0270980","My Boss's Daughter"
"tt0971209","A Perfect Getaway"
"tt1305583","Our Family Wedding"
"tt0118301","Dead Man on Campus"
"tt0117894","Thinner"
"tt0770772","I Think I Love My Wife"
"tt0211443","Jason X"
"tt0308055","Bobby"
